106564344,Intro Slab,5.6,Sport 30,Cedar Canyon : Bowling Alley : Main Area,/v/intro-slab/106564344,/v/cedar-canyon/105974172
106444756,5.6,5.6,Sport 1 pitch 60,Cedar Canyon : Bowling Alley : West Terr,/v/56/106444756,/v/cedar-canyon/105974172
107036936,Modelo ,5.6,Trad TR 1 pitch 25,Three Peaks,/v/modelo-/107036936,/v/three-peaks/106776323
107036961,Canned,5.6,Trad TR 1 pitch 25,Three Peaks,/v/canned/107036961,/v/three-peaks/106776323
109843394,The Pilsner Step,5.6,Trad 1 pitch 30,Three Peaks,/v/the-pilsner-step/109843394,/v/three-peaks/106776323
105873357,Missys Playhouse,5.7,Sport 1 pitch 70,Sprocket Rocks,/v/missys-playhouse/105873357,/v/sprocket-rocks/105873351
106590480,Fiesta At Elmos,5.7,Sport 30,Sprocket Rocks,/v/fiesta-at-elmos/106590480,/v/sprocket-rocks/105873351
106751698,For your eyes only,5.7,Sport 30,Sprocket Rocks,/v/for-your-eyes-only/106751698,/v/sprocket-rocks/105873351
106590358,Double Cacti Crack,5.7,Trad 50,Pocket Rocks,/v/double-cacti-crack/106590358,/v/pocket-rocks/105873371
106576529,Ghost Rider,5.7,Sport 1 pitch 45,Cedar Canyon : Graveside Matter Wall,/v/ghost-rider/106576529,/v/cedar-canyon/105974172
106438340,Unknown,5.7,Trad 1 pitch 65,Cedar Canyon : Sunny Slabs,/v/unknown/106438340,/v/cedar-canyon/105974172
106535460,5.7,5.7,Sport 1 pitch 40,Cedar Canyon : Bowling Alley : West Terr,/v/57/106535460,/v/cedar-canyon/105974172
106186583,Idiot,5.7,TR 1 pitch 50,Cedar City Foothills : Squaw Creek Cliff Bowl,/v/idiot/106186583,/v/cedar-city-foothills/106206472
106465048,Electric Avenue,5.7,Sport 1 pitch 30,The Cone Area,/v/electric-avenue/106465048,/v/the-cone-area/106464993
106776405,Thornbush,5.7,Trad 1 pitch 25,Three Peaks,/v/thornbush/106776405,/v/three-peaks/106776323
106961899,Canal of Guilt,5.7,Trad 45,Three Peaks,/v/canal-of-guilt/106961899,/v/three-peaks/106776323
107230906,Unknown Crack,5.7,Trad 1 pitch 65,Brian Head : The Running Scared Wall,/v/unknown-crack/107230906,/v/brian-head/106984454
108493159,The Other White Meat,5.7,Trad 40,Brian Head : The Running Scared Wall,/v/the-other-white-meat/108493159,/v/brian-head/106984454
108493214,Junction,5.7,Sport 40,Brian Head : The Running Scared Wall,/v/junction/108493214,/v/brian-head/106984454
106229939,Big Belly,5.7+,Trad Aid 2 pitches 300,Cedar Canyon : The Buddha,/v/big-belly/106229939,/v/cedar-canyon/105974172
106615246,KB Express Pinnacle,5.7+,Trad 12 pitches 40,Old Tramway Canyon,/v/kb-express-pinnacle/106615246,/v/old-tramway-canyon/106615237
106776329,Patella Juice,5.7+,Trad 1 pitch 30,Three Peaks,/v/patella-juice/106776329,/v/three-peaks/106776323
107036951,Jawbreaker,5.7+,Trad TR 1 pitch 25,Three Peaks,/v/jawbreaker/107036951,/v/three-peaks/106776323
106558484,Never Again,5.8-,Trad 1 pitch 200,Cedar Canyon : Bowling Alley : Main Area,/v/never-again/106558484,/v/cedar-canyon/105974172
106590487,Super Groover,5.8,Trad Sport 35,Sprocket Rocks,/v/super-groover/106590487,/v/sprocket-rocks/105873351
106284392,Sabies Eight,5.8,Sport 1 pitch 25,Pocket Rocks,/v/sabies-eight/106284392,/v/pocket-rocks/105873371
106434359,The Love Pinnacle,5.8,Sport 1 pitch 30,Pocket Rocks,/v/the-love-pinnacle/106434359,/v/pocket-rocks/105873371
106982709,Pass Through,5.8,Sport 50,Cedar Canyon : Graveside Matter Wall,/v/pass-through/106982709,/v/cedar-canyon/105974172
108455234,Stroker,5.8,Sport 45,Cedar Canyon : 9.987 Wall,/v/stroker/108455234,/v/cedar-canyon/105974172
106465073,Quirky Crack,5.8,Trad TR 1 pitch 35,The Cone Area,/v/quirky-crack/106465073,/v/the-cone-area/106464993
106785730,Decappaccino Left,5.8,Trad 1 pitch 35,Three Peaks,/v/decappaccino-left/106785730,/v/three-peaks/106776323
106785743,Decappaccino Right,5.8,Trad 1 pitch 35,Three Peaks,/v/decappaccino-right/106785743,/v/three-peaks/106776323
106209426,Orifice,5.8,Trad TR Alpine 1 pitch 40,Brian Head : The Overlook : The High Rise Area,/v/orifice/106209426,/v/brian-head/106984454
107230920,Unknown Offwidth,5.8,Trad 1 pitch 60,Brian Head : The Running Scared Wall,/v/unknown-offwidth/107230920,/v/brian-head/106984454
108493194,Conjunction ,5.8,Sport 40,Brian Head : The Running Scared Wall,/v/conjunction-/108493194,/v/brian-head/106984454
106284402,The Love Route,5.8+,Sport 1 pitch 30,Pocket Rocks,/v/the-love-route/106284402,/v/pocket-rocks/105873371
106206456,The DNA Route,5.8+,Trad Aid 2 pitches 180,Cedar Canyon : Georges Stick,/v/the-dna-route/106206456,/v/cedar-canyon/105974172
106488522,Kingpin,5.8+,Sport TR Chipped 1 pitch 70,Cedar Canyon : Bowling Alley : Main Area,/v/kingpin/106488522,/v/cedar-canyon/105974172
106465062,The Knob,5.8+,Sport TR 1 pitch 35,The Cone Area,/v/the-knob/106465062,/v/the-cone-area/106464993
106465042,Power Conspiracy,5.9-,Sport 1 pitch 30,The Cone Area,/v/power-conspiracy/106465042,/v/the-cone-area/106464993
107230897,Stem It If You Get It,5.9-,Trad 1 pitch 40,Brian Head : The Running Scared Wall,/v/stem-it-if-you-get-it/107230897,/v/brian-head/106984454
106284410,Its Electrifying,5.9,Sport 1 pitch 40,Pocket Rocks,/v/its-electrifying/106284410,/v/pocket-rocks/105873371
106436252,Carnivorous Bitch,5.9,Sport 1 pitch 50,Pocket Rocks,/v/carnivorous-bitch/106436252,/v/pocket-rocks/105873371
106558719,Chips Crack,5.9,Trad 50,Pocket Rocks,/v/chips-crack/106558719,/v/pocket-rocks/105873371
107789649,Buried Alive,5.9,Sport 1 pitch 45,Cedar Canyon : Graveside Matter Wall,/v/buried-alive/107789649,/v/cedar-canyon/105974172
107789675,Dog Heaven ,5.9,Sport 1 pitch 40,Cedar Canyon : Graveside Matter Wall,/v/dog-heaven-/107789675,/v/cedar-canyon/105974172
106546755,The Direct Route,5.9,Trad 2 pitches 150,Cedar Canyon : Bowling Alley : Main Area,/v/the-direct-route/106546755,/v/cedar-canyon/105974172
106558678,The Cave Route,5.9,Trad 60,Cedar Canyon : The Slide Area,/v/the-cave-route/106558678,/v/cedar-canyon/105974172
108455253,Driftwood ,5.9,Sport 40,Cedar Canyon : 9.987 Wall,/v/driftwood-/108455253,/v/cedar-canyon/105974172
108455274,Mr. Anderson ,5.9,Sport 40,Cedar Canyon : 9.987 Wall,/v/mr-anderson-/108455274,/v/cedar-canyon/105974172
105854521,As the Song and Dance Begins,5.9,Sport Alpine 1 pitch 30,Brian Head : The Overlook : The Starting Block,/v/as-the-song-and-dance-begins/105854521,/v/brian-head/106984454
106197007,Dr. Diaper,5.9,Trad Alpine 1 pitch 30,Brian Head : The Overlook : The Starting Block,/v/dr-diaper/106197007,/v/brian-head/106984454
106576639,Whats My Line,5.9,Sport Alpine 1 pitch 25,Brian Head : The Overlook : The Starting Block,/v/whats-my-line/106576639,/v/brian-head/106984454
106049940,AC/DC Crack,5.9,Trad Alpine 50,Brian Head : The Overlook : Window Rock,/v/acdc-crack/106049940,/v/brian-head/106984454
108251359,Midget Marathon,5.9,Sport Alpine 30,Brian Head : The Overlook : The Zoo,/v/midget-marathon/108251359,/v/brian-head/106984454
105974217,Psychoslabaddict,5.9+,Sport 1 pitch 65,Cedar Canyon : Psychoslab  a.k.a 10 mile w...,/v/psychoslabaddict/105974217,/v/cedar-canyon/105974172
106197444,The Adventure Route,5.9+,Sport 1 pitch 80,Cedar Canyon : Rappel Wall Area,/v/the-adventure-route/106197444,/v/cedar-canyon/105974172
106439719,Velvet Jones,5.9+,Trad 2 pitches 250,Cedar Canyon : Bowling Alley : Main Area,/v/velvet-jones/106439719,/v/cedar-canyon/105974172
106534620,Ticks on Parade,5.10a,Trad 1 pitch 40,Sprocket Rocks,/v/ticks-on-parade/106534620,/v/sprocket-rocks/105873351
106590472,Embryology Crack,5.10a,Trad 40,Sprocket Rocks,/v/embryology-crack/106590472,/v/sprocket-rocks/105873351
106751564,Lip before clip,5.10a,Sport 1 pitch 35,Sprocket Rocks,/v/lip-before-clip/106751564,/v/sprocket-rocks/105873351
106751597,Cedar Variation,5.10a,Sport 1 pitch 35,Sprocket Rocks,/v/cedar-variation/106751597,/v/sprocket-rocks/105873351
106435272,Crunch Boy,5.10a,Sport 1 pitch 30,Pocket Rocks,/v/crunch-boy/106435272,/v/pocket-rocks/105873371
106266597,Faceplant,5.10a,Sport 1 pitch 50,Cedar Canyon : Graveside Matter Wall,/v/faceplant/106266597,/v/cedar-canyon/105974172
106439635,Slab route,5.10a,Sport 1 pitch 40,Cedar Canyon : Sunny Slabs,/v/slab-route/106439635,/v/cedar-canyon/105974172
107573565,THE PEZ PINNACLE,5.10a,Sport 1 pitch 36,Cedar City Foothills : Behind the Golf Course,/v/the-pez-pinnacle/107573565,/v/cedar-city-foothills/106206472
106464998,Electric Company,5.10a,Sport 1 pitch 30,The Cone Area,/v/electric-company/106464998,/v/the-cone-area/106464993
105854512,Willie the Pimp,5.10a,Sport Alpine 1 pitch 50,Brian Head : The Overlook : The Starting Block,/v/willie-the-pimp/105854512,/v/brian-head/106984454
108184604,One-finger Pockets Suck,5.10a,Trad Alpine 1 pitch 45,Brian Head : The Overlook : The High Rise Area,/v/one-finger-pockets-suck/108184604,/v/brian-head/106984454
107195916,Jehovah Hireh,5.10a,Sport 40,Brian Head : The Principality,/v/jehovah-hireh/107195916,/v/brian-head/106984454
107185619,The Lorax,5.10a,Sport 65,Brian Head : The Running Scared Wall,/v/the-lorax/107185619,/v/brian-head/106984454
106776395,Fly Away,5.10-,Sport 1 pitch 35,Three Peaks,/v/fly-away/106776395,/v/three-peaks/106776323
106049926,Window Crack,5.10-,Trad Alpine 50,Brian Head : The Overlook : Window Rock,/v/window-crack/106049926,/v/brian-head/106984454
106755997,Pocket Route,5.10b,Sport 1 pitch 55,Pocket Rocks,/v/pocket-route/106755997,/v/pocket-rocks/105873371
107873503,"Route ""O""",5.10b,TR 30,Pocket Rocks,/v/route-o/107873503,/v/pocket-rocks/105873371
107873552,Mini- Houser Buttress,5.10b,Sport 50,Pocket Rocks,/v/mini--houser-buttress/107873552,/v/pocket-rocks/105873371
106892805,Hells Bells,5.10b,Sport 1 pitch 40,Cedar Canyon : Graveside Matter Wall,/v/hells-bells/106892805,/v/cedar-canyon/105974172
108503194,Dancing Skeleton,5.10b,Sport 1 pitch 50,Cedar Canyon : Graveside Matter Wall,/v/dancing-skeleton/108503194,/v/cedar-canyon/105974172
108453312,Spaceboy,5.10b,TR 45,Cedar Canyon : Cetacean Wall,/v/spaceboy/108453312,/v/cedar-canyon/105974172
105854835,Angering the Cheese Gods,5.10b,Sport Alpine 1 pitch 35,Brian Head : The Overlook : The Starting Block,/v/angering-the-cheese-gods/105854835,/v/brian-head/106984454
107185646,The Dogs Bollocks,5.10b,Sport 60,Brian Head : The Running Scared Wall,/v/the-dogs-bollocks/107185646,/v/brian-head/106984454
106223809,T-Funk,5.10,Sport 70,Cedar Canyon : The Tunnel,/v/t-funk/106223809,/v/cedar-canyon/105974172
106514883,Searching for Sluts,5.10,Trad 1 pitch 80,Cedar Canyon : The Pillar of Great  Price,/v/searching-for-sluts/106514883,/v/cedar-canyon/105974172
106892809,Undertaker,5.10,Sport 1 pitch 45,Cedar Canyon : Graveside Matter Wall,/v/undertaker/106892809,/v/cedar-canyon/105974172
108455262,Manky Mullins,5.10,Sport 40,Cedar Canyon : 9.987 Wall,/v/manky-mullins/108455262,/v/cedar-canyon/105974172
107117906,Big Toe,5.10,Sport 40,Three Peaks,/v/big-toe/107117906,/v/three-peaks/106776323
106049944,Sink the Pink,5.10,Trad Alpine 50,Brian Head : The Overlook : Window Rock,/v/sink-the-pink/106049944,/v/brian-head/106984454
107831230,Splitter Crack,5.10,Trad 1 pitch 50,Spring Creek,/v/splitter-crack/107831230,/v/spring-creek/107831202
108172475,The Brutal Edge,5.10,Sport 1 pitch 60,Spring Creek,/v/the-brutal-edge/108172475,/v/spring-creek/107831202
106438558,Mustache Mayhem,5.10c,Sport 1 pitch 40,Pocket Rocks,/v/mustache-mayhem/106438558,/v/pocket-rocks/105873371
108299703,Rat Bone,5.10c,Sport 1 pitch 80,Cedar Canyon : Rappel Wall Area,/v/rat-bone/108299703,/v/cedar-canyon/105974172
106218099,The Coffee Route,5.10c,Trad Sport 2 pitches 300,Cedar Canyon : Latency Peak,/v/the-coffee-route/106218099,/v/cedar-canyon/105974172
106806898,Catacomb,5.10c,Sport 1 pitch 80,Cedar Canyon : Graveside Matter Wall,/v/catacomb/106806898,/v/cedar-canyon/105974172
106488518,Gutterball,5.10+,Trad Sport TR Chipped 1 pitch 60,Cedar Canyon : Bowling Alley : Main Area,/v/gutterball/106488518,/v/cedar-canyon/105974172
105873379,Line Between Light and Dark,5.10c/d,Sport 1 pitch 50,Sprocket Rocks,/v/line-between-light-and-dark/105873379,/v/sprocket-rocks/105873351
106284538,Master Blaster,5.10c/d,Sport 50,Pocket Rocks,/v/master-blaster/106284538,/v/pocket-rocks/105873371
105974227,I Hate the World,5.10c/d,Sport 1 pitch 65,Cedar Canyon : Psychoslab  a.k.a 10 mile w...,/v/i-hate-the-world/105974227,/v/cedar-canyon/105974172
106434372,Shortys Nightmare,5.10d,Sport 1 pitch 40,Pocket Rocks,/v/shortys-nightmare/106434372,/v/pocket-rocks/105873371
105974207,Stayin Alive,5.10d,Trad Sport 1 pitch 65,Cedar Canyon : Psychoslab  a.k.a 10 mile w...,/v/stayin-alive/105974207,/v/cedar-canyon/105974172
106481748,Lap Dance,5.10d,Sport 1 pitch 30,Cedar Canyon : Graveside Matter Wall,/v/lap-dance/106481748,/v/cedar-canyon/105974172
106538769,Mulato,5.10d,Sport 1 pitch 50,Cedar Canyon : Graveside Matter Wall,/v/mulato/106538769,/v/cedar-canyon/105974172
108503205,Bone Ronguer,5.10d,Sport 1 pitch 50,Cedar Canyon : Graveside Matter Wall,/v/bone-ronguer/108503205,/v/cedar-canyon/105974172
107873525,Surmounting The Sumo,5.11a,Sport 40,Pocket Rocks,/v/surmounting-the-sumo/107873525,/v/pocket-rocks/105873371
106488203,Fallout,5.11a,Sport 1 pitch 60,Cedar Canyon : Graveside Matter Wall,/v/fallout/106488203,/v/cedar-canyon/105974172
108503282,Reaper,5.11a,Sport 1 pitch 50,Cedar Canyon : Graveside Matter Wall,/v/reaper/108503282,/v/cedar-canyon/105974172
107185639,Heart of Darkness,5.11-,Sport 60,Brian Head : The Running Scared Wall,/v/heart-of-darkness/107185639,/v/brian-head/106984454
107153911,La Santa Muerta,5.11a/b,Sport 1 pitch 65,Cedar Canyon : Graveside Matter Wall,/v/la-santa-muerta/107153911,/v/cedar-canyon/105974172
106770234,Booga Beluga,5.11a/b,Sport 1 pitch 50,Cedar Canyon : Cetacean Wall,/v/booga-beluga/106770234,/v/cedar-canyon/105974172
106751619,De-Appendix Day,5.11b,Sport 1 pitch 40,Sprocket Rocks,/v/de-appendix-day/106751619,/v/sprocket-rocks/105873351
106434340,Flake And Bake,5.11b,Sport 1 pitch 50,Pocket Rocks,/v/flake-and-bake/106434340,/v/pocket-rocks/105873371
106756014,A day in the life of Rommstein,5.11b,Sport 1 pitch 55,Pocket Rocks,/v/a-day-in-the-life-of-rommstein/106756014,/v/pocket-rocks/105873371
105974223,Saturday Night Fever,5.11b,Sport 1 pitch 65,Cedar Canyon : Psychoslab  a.k.a 10 mile w...,/v/saturday-night-fever/105974223,/v/cedar-canyon/105974172
106806831,R.I.P.,5.11b,Sport 1 pitch 40,Cedar Canyon : Graveside Matter Wall,/v/rip/106806831,/v/cedar-canyon/105974172
108262374,Evil,5.11b,Sport 1 pitch 50,Cedar Canyon : Graveside Matter Wall,/v/evil/108262374,/v/cedar-canyon/105974172
108251368,Its No Secret,5.11b,Sport Alpine 35,Brian Head : The Overlook : The Zoo,/v/its-no-secret/108251368,/v/brian-head/106984454
107024299,Wind and Weiners,5.11,Sport 1 pitch 40,Three Peaks,/v/wind-and-weiners/107024299,/v/three-peaks/106776323
106766215,Bone Garden,5.11c,Sport 1 pitch 95,Cedar Canyon : Rappel Wall Area,/v/bone-garden/106766215,/v/cedar-canyon/105974172
106806879,Boney Fingers,5.11c,Sport 1 pitch 70,Cedar Canyon : Graveside Matter Wall,/v/boney-fingers/106806879,/v/cedar-canyon/105974172
106808274,Fluffhead,5.11c,Sport 1 pitch 45,Cedar Canyon : Cetacean Wall,/v/fluffhead/106808274,/v/cedar-canyon/105974172
106197015,Howard Hughes,5.11c,Sport Alpine 1 pitch 40,Brian Head : The Overlook : The Starting Block,/v/howard-hughes/106197015,/v/brian-head/106984454
106209434,Virtual Ecstasy,5.11c,Sport Alpine 1 pitch 50,Brian Head : The Overlook : The High Rise Area,/v/virtual-ecstasy/106209434,/v/brian-head/106984454
106808261,Sound Image,5.11+,Sport 1 pitch 50,Cedar Canyon : Cetacean Wall,/v/sound-image/106808261,/v/cedar-canyon/105974172
106751519,White Harlem,5.11d,Sport 1 pitch 30,Sprocket Rocks,/v/white-harlem/106751519,/v/sprocket-rocks/105873351
106808748,Sticks and Bones,5.11d,Sport 1 pitch 95,Cedar Canyon : Rappel Wall Area,/v/sticks-and-bones/106808748,/v/cedar-canyon/105974172
107168510,Chance of Showers,5.11d,Sport 35,Cedar Canyon : Graveside Matter Wall,/v/chance-of-showers/107168510,/v/cedar-canyon/105974172
106439662,300,5.11d,Sport 1 pitch 45,Cedar Canyon : Bowling Alley : Main Area,/v/300/106439662,/v/cedar-canyon/105974172
106770249,Sailing,5.11d,Sport 1 pitch 55,Cedar Canyon : Cetacean Wall,/v/sailing/106770249,/v/cedar-canyon/105974172
106576605,Heimie the Mexican Gynecologist,5.11d,Sport Alpine 1 pitch 40,Brian Head : The Overlook : The Starting Block,/v/heimie-the-mexican-gynecologist/106576605,/v/brian-head/106984454
106209444,Birth Canal,5.11d,Sport Alpine 1 pitch 50,Brian Head : The Overlook : The High Rise Area,/v/birth-canal/106209444,/v/brian-head/106984454
107184744,Divine Right,5.11d,Sport 65,Brian Head : The Principality,/v/divine-right/107184744,/v/brian-head/106984454
109321294,Not Free Yet,5.12a,Trad TR 1 pitch 90,Cedar Canyon : Rappel Wall Area,/v/not-free-yet/109321294,/v/cedar-canyon/105974172
106755007,Too Much Cock Not Enough Lycra,5.12a,Sport 1 pitch 55,Cedar Canyon : Graveside Matter Wall,/v/too-much-cock-not-enough-lycra/106755007,/v/cedar-canyon/105974172
106757367,Death to Smootchie,5.12a,Sport 1 pitch 45,Cedar Canyon : Graveside Matter Wall,/v/death-to-smootchie/106757367,/v/cedar-canyon/105974172
106806852,Screamin Bats,5.12a,Sport 1 pitch 65,Cedar Canyon : Graveside Matter Wall,/v/screamin-bats/106806852,/v/cedar-canyon/105974172
108262387,Evil Twin,5.12a,Sport 1 pitch 65,Cedar Canyon : Graveside Matter Wall,/v/evil-twin/108262387,/v/cedar-canyon/105974172
108325730,Wicked,5.12a,Sport 70,Cedar Canyon : Graveside Matter Wall,/v/wicked/108325730,/v/cedar-canyon/105974172
106770262,Fragment G,5.12a,Sport 1 pitch 50,Cedar Canyon : Cetacean Wall,/v/fragment-g/106770262,/v/cedar-canyon/105974172
108453373,Limeboy,5.12a,Sport 45,Cedar Canyon : Cetacean Wall,/v/limeboy/108453373,/v/cedar-canyon/105974172
108358024,Blue Suede Shoes,5.12a,Sport Alpine 1 pitch 40,Brian Head : The Overlook : The Starting Block,/v/blue-suede-shoes/108358024,/v/brian-head/106984454
106892796,Heucos from Hades,5.12-,Sport 1 pitch 75,Cedar Canyon : Graveside Matter Wall,/v/heucos-from-hades/106892796,/v/cedar-canyon/105974172
106843867,Bailing,5.12-,Sport,Cedar Canyon : Cetacean Wall,/v/bailing/106843867,/v/cedar-canyon/105974172
107184733,There,5.12-,Sport 35,Brian Head : The Principality,/v/there/107184733,/v/brian-head/106984454
108461530,Wailing 5.12 ,5.12a/b,Sport 50,Cedar Canyon : Cetacean Wall,/v/wailing-512-/108461530,/v/cedar-canyon/105974172
108264098,Reconciliation,5.12b,Sport Alpine 1 pitch 40,Brian Head : The Overlook : Window Rock,/v/reconciliation/108264098,/v/brian-head/106984454
106751652,Rimjob,5.12b/c,Sport 1 pitch 35,Sprocket Rocks,/v/rimjob/106751652,/v/sprocket-rocks/105873351
108452992,Tursiops Leap,5.12b/c,Sport 50,Cedar Canyon : Cetacean Wall,/v/tursiops-leap/108452992,/v/cedar-canyon/105974172
107185615,Diminishing Returns,5.12c,Sport 45,Brian Head : The Running Scared Wall,/v/diminishing-returns/107185615,/v/brian-head/106984454
109324489,Whited Sepulchre,5.12+,Sport 1 pitch 70,Cedar Canyon : Graveside Matter Wall,/v/whited-sepulchre/109324489,/v/cedar-canyon/105974172
107184755,Kiss my Quaking Aspen,5.12d,Sport 50,Brian Head : The Principality,/v/kiss-my-quaking-aspen/107184755,/v/brian-head/106984454
107663178,To Hear,5.12d,Sport 1 pitch 35,Brian Head : The Principality,/v/to-hear/107663178,/v/brian-head/106984454
106209441,The Crucible,5.13a,Sport Alpine 1 pitch 50,Brian Head : The Overlook : The High Rise Area,/v/the-crucible/106209441,/v/brian-head/106984454
107908733,Please Leave Me Blood,5.13a,Sport Alpine 1 pitch 40,Brian Head : The Overlook : The High Rise Area,/v/please-leave-me-blood/107908733,/v/brian-head/106984454
107734007,Mano-y-mono,5.13a,Sport 1 pitch 55,Brian Head : The Principality,/v/mano-y-mono/107734007,/v/brian-head/106984454
107864537,Surprise surprise,5.13d,Sport 1 pitch 55,Brian Head : The Principality,/v/surprise-surprise/107864537,/v/brian-head/106984454
107697684,RayBunker Butte,Easy 5th,Trad 1 pitch 100,Steer Ridge Area,/v/raybunker-butte/107697684,/v/steer-ridge-area/107697680
107119452,Shake Wait,5.10+,Trad Aid 3 pitches 300,The Siren,/v/shake-wait/107119452,/v/the-siren/107119352
109573703,Play Misty,5.6,Sport TR 1 pitch 35,Bear Hollow : Clint Eastwood Wall,/v/play-misty/109573703,/v/bear-hollow/110091720
109573718,2 Mules,5.7,Sport TR 1 pitch 40,Bear Hollow : Clint Eastwood Wall,/v/2-mules/109573718,/v/bear-hollow/110091720
105855609,Orient  Express,5.7,Sport 1 pitch 80,Bull Hollow : Asia,/v/orient-express/105855609,/v/bull-hollow/110091728
109074142,Pale Rider,5.8,Sport 1 pitch 40,Bear Hollow : Bear Hollow Wall,/v/pale-rider/109074142,/v/bear-hollow/110091720
